"X1","X2","X3","X4","X5","X6","X7","X8"
122.599998,183.899994,0,203.5,0,958.200012,800.099976,28
231.800003,0,121.599998,174,6.7,1056.400024,778.5,28
213.5,0,174.199997,154.600006,11.7,1052.300049,775.5,3
181.399994,0,167,169.600006,7.6,1055.599976,777.799988,28
173,116,0,192,0,946.799988,856.799988,90
167.399994,129.899994,128.600006,175.5,7.8,1006.299988,746.599976,28
212.5,0,100.400002,159.300003,8.7,1007.799988,903.599976,3
167,75.400002,167,164,7.9,1007.299988,770.099976,3
525,0,0,189,0,1125,613,180
166,260,0,183,13,859,827,28
212.100006,0,121.599998,180.300003,5.7,1057.599976,779.299988,100
298.100006,0,107.5,163.600006,12.8,953.200012,784,28
385,0,136,158,20,903,768,28
183.899994,122.599998,0,203.5,0,959.200012,800,7
362.600006,189,0,164.899994,11.6,944.700012,755.799988,28
284,119.699997,0,168.300003,7.2,970.400024,794.200012,28
155.199997,183.899994,143.199997,193.800003,9.2,879.599976,698.5,28
162,207,172,216,10,822,638,28
157,236,0,192,0,935.400024,781.200012,90
264.5,111,86.5,195.5,5.9,832.599976,790.400024,28
250,0,95.699997,187.399994,5.5,956.900024,861.200012,14
212.100006,0,121.599998,180.300003,5.7,1057.599976,779.299988,28
425,106.300003,0,153.5,16.5,852.099976,887.099976,28
374.299988,0,0,190.199997,6.7,1013.200012,730.400024,28
531.299988,0,0,141.800003,28.200001,852.099976,893.700012,56
425,106.300003,0,153.5,16.5,852.099976,887.099976,28
389.899994,189,0,145.899994,22,944.700012,755.799988,3
475,0,0,228,0,932,594,90
150.899994,0,183.899994,166.600006,11.6,991.200012,772.200012,28
331,0,0,192,0,879,825,3
214.899994,53.799999,121.900002,155.600006,9.6,1014.299988,780.599976,14
202,11,141,206,1.7,942,801,56
139.600006,209.399994,0,192,0,1047,806.900024,28
500.100006,0,0,200,3,1124.400024,613.200012,28
374,189.199997,0,170.100006,10.1,926.099976,756.700012,91
230,0,118.300003,195.5,4.6,1029.400024,758.599976,56
380,0,0,228,0,932,670,365
200,133,0,192,0,965.400024,806.200012,3
194.699997,0,100.5,170.199997,7.5,998,901.799988,28
251.399994,0,118.300003,188.5,5.8,1028.400024,757.700012,100
389.899994,189,0,145.899994,22,944.700012,755.799988,28
350,0,0,203,0,974,775,56
212,0,124.800003,159,7.8,1085.400024,799.5,14
152.699997,144.699997,0,178.100006,8,999.700012,822.200012,28
149,236,0,176,13,847,893,28
238,0,0,186,0,1119,789,28
313,0,0,178,8,1000,822,28
284,15,141,179,5.5,842,801,56
475,118.800003,0,181.100006,8.9,852.099976,781.5,3
230,0,118.300003,195.5,4.6,1029.400024,758.599976,14
349,0,0,192,0,1047,806,360
133,200,0,192,0,927.400024,839.200012,3
300,0,0,184,0,1075,795,28
145.899994,230.5,0,202.5,3.4,827,871.799988,28
167.399994,129.899994,128.600006,175.5,7.8,1006.299988,746.599976,100
190,190,0,228,0,932,670,365
158.600006,148.899994,116,175.100006,15,953.299988,719.700012,28
250,0,95.699997,187.399994,5.5,956.900024,861.200012,28
333,0,0,192,0,931.200012,842.599976,7
318.799988,212.5,0,155.699997,14.3,852.099976,880.400024,3
359,19,141,154,10.9,942,801,7
281,0,0,186,0,1104,774,28
246.800003,0,125.099998,143.300003,12,1086.800049,800.900024,56
332.5,142.5,0,228,0,932,594,90
165,0,143.600006,163.800003,0,1005.599976,900.900024,28
337.899994,189,0,174.899994,9.5,944.700012,755.799988,3
218.899994,0,124.099998,158.5,11.3,1078.699951,794.900024,56
214.899994,53.799999,121.900002,155.600006,9.6,1014.299988,780.599976,100
349,0,0,192,0,1047,806.900024,3
315,137,0,145,5.9,1130,745,28
393,0,0,192,0,940.599976,785.599976,7
491,26,123,210,3.9,882,699,56
280,129,100,172,9,825,805,28
480,0,0,192,0,936.200012,712.200012,7
388.600006,97.099998,0,157.899994,12.1,852.099976,925.700012,28
181.899994,272.799988,0,185.699997,0,1012.400024,714.299988,28
298.100006,0,107,186.399994,6.1,879,815.200012,28
155,0,143,193,9,1047,697,28
295.700012,0,95.599998,171.5,8.9,955.099976,859.200012,28
339,0,0,197,0,968,781,365
362.600006,189,0,164.899994,11.6,944.700012,755.799988,56
198.600006,132.399994,0,192,0,978.400024,825.5,90
192,288,0,192,0,929.799988,716.099976,3
397,0,0,185.699997,0,1040.599976,734.299988,28
213.699997,0,174.699997,154.800003,10.2,1053.5,776.400024,56
181.399994,0,167,169.600006,7.6,1055.599976,777.799988,14
213.699997,98.099998,24.5,181.699997,6.9,1065.800049,785.400024,56
313.299988,262.200012,0,175.5,8.6,1046.900024,611.799988,7
251.399994,0,118.300003,192.899994,5.8,1043.599976,754.299988,3
277,117,91,191,7,946,666,28
212.100006,0,121.599998,180.300003,5.7,1057.599976,779.299988,3
355.899994,0,141.600006,193.300003,11,801.400024,778.400024,28
190.699997,0,125.400002,162.100006,7.8,1090,804,56
173,116,0,192,0,946.799988,856.799988,3
198.600006,132.399994,0,192,0,978.400024,825.5,28
173,116,0,192,0,946.799988,856.799988,7
168,42.099998,163.800003,121.800003,5.7,1058.699951,780.099976,100
193.5,290.200012,0,185.699997,0,998.200012,704.299988,7
362.600006,189,0,164.899994,11.6,944.700012,755.799988,91
342,38,0,228,0,932,670,365
289,0,0,192,0,913.200012,895.299988,3
281,0,0,186,0,1104,774,7
213.800003,98.099998,24.5,181.699997,6.7,1066,785.5,14
222.399994,0,96.699997,189.300003,4.5,967.099976,870.299988,56
251.399994,0,118.300003,188.5,6.4,1028.400024,757.700012,56
289,0,0,192,0,913.200012,895.299988,28
531.299988,0,0,141.800003,28.200001,852.099976,893.700012,3
310,142.800003,0,167.899994,10,914.299988,804,28
250.199997,166.800003,0,203.5,0,977.599976,694.099976,7
218.899994,0,124.099998,158.5,11.3,1078.699951,794.900024,100
108.300003,162.399994,0,203.5,0,938.200012,849,28
475,118.800003,0,181.100006,8.9,852.099976,781.5,91
213.5,0,174.199997,159.199997,11.7,1043.599976,771.900024,28
144.800003,0,133.600006,180.800003,11.1,979.5,811.5,28
339,0,0,197,0,968,781,28
349,0,0,192,0,1056,809,120
167.399994,129.899994,128.600006,175.5,7.8,1006.299988,746.599976,14
275,180,120,162,10.4,830,765,28
251.399994,0,118.300003,188.5,6.4,1028.400024,757.700012,14
194.699997,0,100.5,170.199997,7.5,998,901.799988,56
350,0,0,203,0,974,775,90
252.300003,0,98.800003,146.300003,14.2,987.799988,889,100
296,0,0,192,0,1085,765,28
332.5,142.5,0,228,0,932,594,180
286.299988,200.899994,0,144.699997,11.2,1004.599976,803.700012,56
313,161,0,178,10,917,759,28
153,145,0,178,8,1000,822,28
380,95,0,228,0,932,594,180
146,173,0,182,3,986,817,28
260.899994,100.5,78.300003,200.600006,8.6,864.5,761.5,28
450.100006,50,0,200,3,1124.400024,613.200012,28
325,0,0,184,0,1063,783,7
323.700012,282.799988,0,183.800003,10.3,942.700012,659.900024,28
133,210,0,196,3,949,795,28
323.700012,282.799988,0,183.800003,10.3,942.700012,659.900024,3
397,17.200001,158,167,20.799999,967,633,28
149,117.599998,91.699997,182.899994,7.1,953.400024,780.299988,28
155.600006,243.5,0,180.300003,10.7,1022,697.700012,28
165,0,143.600006,163.800003,0,1005.599976,900.900024,14
379.5,151.199997,0,153.899994,15.9,1134.300049,605,7
260,101,78,171,10,936,763,28
200,133,0,192,0,965.400024,806.200012,90
310,0,0,192,0,1012,830,7
218.899994,0,124.099998,158.5,11.3,1078.699951,794.900024,3
380,0,0,228,0,932,670,180
192,288,0,192,0,929.799988,716.099976,28
475,0,59,142,1.9,1098,641,28
295.799988,0,0,185.699997,0,1091.400024,769.299988,28
251.399994,0,118.300003,188.5,5.8,1028.400024,757.700012,56
362.600006,189,0,164.899994,11.6,944.700012,755.799988,3
334,17.6,158,189,15.3,967,633,28
236.899994,91.699997,71.5,246.899994,6,852.900024,695.400024,28
355,19,97,145,13.1,967,871,28
160.199997,188,146.399994,203.199997,11.3,828.700012,709.700012,28
151,0,185,167,16,1074,678,28
254,0,0,198,0,968,863,365
310,0,0,192,0,971,850.599976,3
190,190,0,228,0,932,670,180
393,0,0,192,0,940,758,28
186.199997,124.099998,0,185.699997,0,1083.400024,764.299988,7
289,0,0,192,0,913.200012,895.299988,90
122.599998,183.899994,0,203.5,0,958.200012,800.099976,90
236,157,0,192,0,972.599976,749.099976,90
200,133,0,192,0,965.400024,806.200012,7
251.399994,0,118.300003,188.5,6.4,1028.400024,757.700012,3
143.600006,0,174.899994,158.399994,17.9,942.700012,844.5,28
475,0,0,228,0,932,594,270
356,0,142,193,11,801,778,28
145,116,119,184,5.7,833,880,28
359,19,141,154,10.9,942,801,3
336.5,0,0,181.899994,3.4,985.799988,816.799988,28
336,0,0,182,3,986,817,28
116,173,0,192,0,909.799988,891.900024,28
427.5,47.5,0,228,0,932,594,7
236,0,0,193,0,968,885,365
222.399994,0,96.699997,189.300003,4.5,967.099976,870.299988,14
213.800003,98.099998,24.5,181.699997,6.7,1066,785.5,28
401.799988,94.699997,0,147.399994,11.4,946.799988,852.099976,28
302,0,0,203,0,974,817,28
153.100006,145,113,178.5,8,867.200012,824,28
228,342.100006,0,185.699997,0,955.799988,674.299988,7
236,157,0,192,0,972.599976,749.099976,3
362.600006,189,0,164.899994,11.6,944.700012,755.799988,56
376,0,0,214.600006,0,1003.5,762.400024,100
382.5,0,0,185.699997,0,1047.800049,739.299988,7
303.600006,139.899994,0,213.5,6.2,895.5,722.5,28
405,0,0,175,0,1120,695,28
298,0,107,210,11,880,744,28
200,133,0,192,0,965.400024,806.200012,28
425,106.300003,0,151.399994,18.6,936,803.700012,56
359,19,141,154,10.9,942,801,3
250,180,95,159,9.5,860,800,28
313.299988,262.200012,0,175.5,8.6,1046.900024,611.799988,56
362.600006,189,0,164.899994,11.6,944.700012,755.799988,91
167.399994,129.899994,128.600006,175.5,7.8,1006.299988,746.599976,3
139.699997,163.899994,127.699997,236.699997,5.8,868.599976,655.599976,28
141.899994,166.600006,129.699997,173.5,10.9,882.599976,785.299988,28
157,214,152,200,9,819,704,28
159,187,0,176,11,990,789,28
540,0,0,173,0,1125,613,90
381.399994,0,0,185.699997,0,1104.599976,784.299988,28
251.399994,0,118.300003,188.5,6.4,1028.400024,757.700012,100
439,177,0,186,11.1,884.900024,707.900024,56
380,0,0,228,0,932,670,270
238.100006,0,94.099998,186.699997,7,949.900024,847,56
237.5,237.5,0,228,0,932,594,180
424,22,132,168,8.9,822,750,7
178,129.800003,118.599998,179.899994,3.6,1007.299988,746.799988,28
290.399994,0,96.199997,168.100006,9.4,961.200012,865,14
382,0,0,185,0,1047,739,28
250,0,95.699997,191.800003,5.3,948.900024,857.200012,3
425,106.300003,0,151.399994,18.6,936,803.700012,7
190.300003,0,125.199997,166.600006,9.9,1079,798.900024,28
238.100006,0,0,185.699997,0,1118.800049,789.299988,7
295.700012,0,95.599998,171.5,8.9,955.099976,859.200012,3
249.100006,0,98.800003,158.100006,12.8,987.799988,889,56
387,20,94,157,11.6,938,845,56
284,120,0,168,7,970,794,28
362.600006,189,0,164.899994,11.6,944.700012,755.799988,3
194.699997,0,100.5,165.600006,7.5,1006.400024,905.900024,100
159,149,116,175,15,953,720,28
331,170,0,195,8,811,802,28
164.600006,0,150.399994,181.600006,11.7,1023.299988,728.900024,28
151,0,184,167,12,991,772,28
318,0,126,210,6,861,737,28
139.600006,209.399994,0,192,0,1047,806.900024,90
304.799988,0,99.599998,196,9.8,959.400024,705.200012,28
388.600006,97.099998,0,157.899994,12.1,852.099976,925.700012,7
375,93.800003,0,126.599998,23.4,852.099976,992.599976,7
214.899994,53.799999,121.900002,155.600006,9.6,1014.299988,780.599976,3
250,0,95.699997,191.800003,5.3,948.900024,857.200012,100
173,116,0,192,0,946.799988,856.799988,28
265,111,86,195,6,833,790,28
424,22,132,178,8.5,822,750,56
252.100006,97.099998,75.599998,193.800003,8.3,835.5,821.400024,28
337.899994,189,0,174.899994,9.5,944.700012,755.799988,56
149,153,194,192,8,935,623,28
393,0,0,192,0,940.599976,785.599976,3
229.699997,0,118.199997,195.199997,6.1,1028.099976,757.599976,56
133,200,0,192,0,927.400024,839.200012,28
213.5,0,174.199997,159.199997,11.7,1043.599976,771.900024,56
139.600006,209.399994,0,192,0,1047,806.900024,360
238.199997,158.800003,0,185.699997,0,1040.599976,734.299988,28
168.899994,42.200001,124.300003,158.300003,10.8,1080.800049,796.200012,28
277.200012,97.800003,24.5,160.699997,11.2,1061.699951,782.5,14
295,0,0,185,0,1069,769,7
427.5,47.5,0,228,0,932,594,365
190.699997,0,125.400002,162.100006,7.8,1090,804,14
313.299988,262.200012,0,175.5,8.6,1046.900024,611.799988,91
167,75.400002,167,164,7.9,1007.299988,770.099976,14
424,22,132,178,8.5,822,750,28
251.800003,0,99.900002,146.100006,12.4,1006,899.799988,100
480,0,0,192,0,936,721,3
148,0,182,181,15,839,884,28
237,92,71,247,6,853,695,28
304,140,0,214,6,895,722,28
387,20,94,157,14.3,938,845,3
349,0,0,192,0,1047,806,180
331,0,0,192,0,978,825,360
379.5,151.199997,0,153.899994,15.9,1134.300049,605,91
210.699997,316.100006,0,185.699997,0,977,689.299988,28
136,196,98,199,6,847,783,28
145,0,134,181,11,979,812,28
376,0,0,214.600006,0,1003.5,762.400024,56
152.600006,238.699997,0,200,6.3,1001.799988,683.900024,28
