"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16"
1050,0.4914286,0.0009524,0.0771429,0.0561798,0.96,0,0.8777778,0.0037037,0.0185185,0.0425532,0,0.1666667,0.3794326,0.3628319,1
163,0.4785276,0,0.190184,0.1529412,0.9018405,0,0.7288136,0,0,0.2435897,0,1,0.2820513,0.1666667,0
1369,0.4886779,0,0.1701972,0.1028571,0.9021183,0,0.7763158,0.0037594,0.0169173,0.0309654,0,0.9962406,0.1948998,0.1489362,0.5
307,0.4983713,0,0.2019544,0.0974026,0.9218241,0,0.7777778,0,0,0.3333333,0,1,0.3333333,0.3636364,0.625
15876,0.4854497,0.0709247,0.0763416,0.0729587,0.882968,0.0203452,0.7683709,0.0049478,0.0404984,0.0839349,0.0648708,0.9824079,0.3325499,0.111219,0.5882353
778,0.4858612,0,0.1709512,0.14,0.8521851,0.0128535,0.6745763,0,0.0305085,0.1114458,0,0.9898305,0.4638554,0.1386139,0
181,0.5248619,0,0.1823204,0.1162791,0.839779,0,0.6315789,0,0.0131579,0.1363636,0,1,0.3522727,0.125,1
615,0.502439,0,0.1626016,0.0882353,0.8617886,0,0.7056452,0.0120968,0.0322581,0.0606061,0,0.9959677,0.2272727,0.12,0.75
16690,0.4969443,0.0063511,0.0718394,0.0384707,0.9495506,0,0.873137,0.002181,0.0199927,0.0323602,0.0054526,0.9965467,0.052937,0.0963855,0.25
1854,0.4940669,0,0.0906149,0.0788913,0.9180151,0,0.8064024,0.0045732,0.0259146,0.0588235,0,0.9984756,0.2812052,0.1111111,0.2857143
2263,0.4741494,0.0004419,0.1984092,0.1672269,0.8563853,0.0128148,0.6925638,0.0022198,0.0133185,0.0585162,0.0011099,0.9966704,0.2194357,0.0565371,0.6666667
48655,0.4990032,0.002898,0.0740109,0.0569002,0.912157,0.0002672,0.7992991,0.0021383,0.0447256,0.0450369,0.0035044,0.9923972,0.2256948,0.0509259,0.3664122
54,0.6296296,0,0.2962963,0.1,0.8518519,0,0.7083333,0,0.0416667,0.2941176,0,1,0.0294118,0,1
3271,0.4977071,0.0012229,0.0941608,0.0925137,0.9217365,0,0.7825679,0.0028116,0.0149953,0.1842508,0.0018744,0.3345829,0.4678899,0.2290909,0.7777778
1301,0.4696387,0,0.0822444,0.1,0.9692544,0,0.8966667,0,0.01,0.1097923,0,0.9933333,0.5934718,0.4411765,0
272,0.5,0,0.2022059,0.1029412,0.9117647,0,0.7708333,0,0.0208333,0.1111111,0,1,0.1759259,0.1428571,0
913,0.5421687,0,0.0646221,0.0287081,0.7535597,0.0208105,0.5735294,0.002451,0.0686275,0.3955556,0,0.9926471,0.6888889,0.0669856,0.5
824,0.5145631,0,0.1990291,0.095,0.8762136,0,0.7492958,0,0.0366197,0.7068538,0,0.9971831,0.2708505,0.0606061,0.5714286
499,0.4809619,0,0.1422846,0.1235521,0.8617234,0,0.7106599,0.0050761,0.0507614,0.0837209,0,0.964467,0.3209302,0.1481481,0.75
3847,0.4886925,0.0018196,0.0917598,0.0442298,0.9602287,0,0.897498,0,0.0169492,0.0228707,0.0008071,0.9862793,0.0149842,0.1038961,0.5
8948,0.49173,0.0515199,0.1113098,0.0901495,0.8364998,0.0268216,0.7137603,0.0015323,0.0732455,0.0489653,0.0487282,0.9840637,0.2497814,0.0225499,0.4285714
979,0.4719101,0.0010215,0.2819203,0.2030948,0.8161389,0.0306435,0.6546763,0.0023981,0.0095923,0.1437372,0,0.9904077,0.238193,0.0705882,1
50,0.42,0,0.32,0.1724138,0.8,0,0.5833333,0,0,0.25,0,1,0.40625,0,0.5
104,0.4807692,0,0.0865385,0.1111111,0.9134615,0,0.8,0.0285714,0.0285714,0.2553191,0,0.9714286,0.1702128,0,0
163,0.4846626,0,0.1656442,0.1309524,0.9079755,0,0.75,0,0.0178571,0.2,0,1,0.2714286,0.1666667,1
3357,0.4569556,0.0002979,0.2067322,0.171695,0.8305034,0.0128091,0.661163,0.0043073,0.0279971,0.1205808,0,0.9985642,0.3617424,0.1005587,0.5555556
1395,0.483871,0,0.4616487,0.1611111,0.7691756,0,0.6369681,0,0.0638298,0.6211587,0,0.9920213,0.6261965,0.0038023,0.625
6185,0.4693614,0.0333064,0.1576395,0.0441804,0.8926435,0.0535166,0.8661604,0.0018984,0.0175605,0.0290323,0.0317988,0.989084,0.0470046,0.0469799,0.25
238,0.4915966,0.5084034,0.2142857,0.1404959,0.894958,0,0.7241379,0,0.0114943,0.1386139,0.4367816,1,0.3564356,0.0666667,0
3362,0.4595479,0.0490779,0.2641285,0.1959274,0.8393813,0.0264723,0.6872279,0.0029028,0.0101597,0.1504316,0.0507983,0.8650218,0.3588163,0.1242938,0.5813953
126481,0.4850689,0.0104047,0.1054941,0.0736538,0.7938188,0.0274982,0.6527092,0.0054204,0.0724974,0.0722188,0.0080918,0.9280446,0.3489529,0.051845,0.4814385
7614,0.4831889,0.0421592,0.1363278,0.1047014,0.8798266,0.0144471,0.7542373,0.0036846,0.0420044,0.057966,0.050479,0.9830508,0.2624089,0.0678925,0.2727273
153,0.5098039,0.5424837,0.1895425,0.2,0.9281046,0,0.8035714,0,0,0.0967742,0.5178571,1,0.2580645,0.1,0
302,0.4701987,0.2549669,0.2649007,0.19375,0.8410596,0,0.6515152,0,0.0151515,0.0896552,0.2651515,0.9848485,0.3586207,0.1034483,1
208,0.4759615,0,0.2019231,0.1926606,0.8846154,0,0.7241379,0,0,0.0543478,0,1,0.4021739,0.2,0
1486,0.4596231,0.5881561,0.1467026,0.1183064,0.5780619,0.2476447,0.547619,0,0.0436508,0.0869565,0.422619,1,0.2934783,0.0740741,0.8
56381,0.4921693,0.0493961,0.0332204,0.0303856,0.8617797,0.0009932,0.7253507,0.0060336,0.0827038,0.0413355,0.0477779,0.9904346,0.3252763,0.0464065,0.4378378
379,0.469657,0,0.1978892,0.1741294,0.878628,0,0.721519,0,0.0063291,0.2292683,0,1,0.2195122,0.0689655,1
166,0.4939759,0,0.2108434,0.0833333,0.873494,0,0.7246377,0,0.0289855,0.1038961,0,0.9855072,0.4025974,0,1
69,0.4492754,0,0.1884058,0.2631579,0.8405797,0,0.6666667,0,0,0.1315789,0,1,0.5,0,0
22097,0.4590668,0.0327194,0.1467167,0.1129424,0.7531339,0.1163959,0.6789678,0.0050809,0.0480011,0.0462892,0.0233989,0.8966439,0.3569243,0.10528,0.3939394
3387,0.4732802,0.0070859,0.210806,0.1586323,0.8467671,0,0.6746411,0.0027341,0.0205058,0.0512322,0.0047847,0.9986329,0.3514916,0.0706714,1
1286,0.4564541,0.0085537,0.2013997,0.1816881,0.7993779,0.007776,0.5855856,0,0.0252252,0.0946166,0.0072072,1,0.411093,0.0507614,0.8571429
2331,0.4954955,0.2874303,0.0604891,0.0637755,0.8807379,0.015873,0.7629534,0.003886,0.0595855,0.0631068,0.2784974,0.9818653,0.3264563,0.1333333,0.1363636
2274,0.498241,0.0004398,0.08927,0.0455741,0.8900616,0,0.7670732,0.0036585,0.05,0.038687,0,0.9939024,0.3341149,0.1025641,0.5
9671,0.4793713,0.0038259,0.1639955,0.1064548,0.7900941,0.0204736,0.6367901,0.0083951,0.0701235,0.0373188,0.0024691,0.9908642,0.3696221,0.0521907,0.2777778
305,0.4852459,0,0.2721311,0.1974522,0.7868852,0,0.5611511,0.0071942,0.0215827,0.2057143,0,0.9856115,0.3314286,0.1555556,0.8571429
534,0.4700375,0.0037453,0.2003745,0.1696113,0.835206,0,0.6331878,0,0.0174672,0.0691057,0.0043668,0.9912664,0.2560976,0.0638298,0.3333333
6046,0.3941449,0.2479325,0.1425736,0.1242151,0.4837909,0.3840556,0.5898389,0.0030979,0.063197,0.09782,0.2924411,0.9925651,0.3225266,0.0846485,0.75
51430,0.4760451,0.1545013,0.1629788,0.1111812,0.8916586,0.0027999,0.7565503,0.0018715,0.02696,0.0327315,0.1394537,0.9957511,0.1356231,0.0602473,0.4648649
2658,0.4977427,0.0022573,0.1463506,0.1011236,0.8890143,0.0094056,0.7213695,0.0011806,0.0342385,0.1504514,0.0059032,0.9728453,0.5937813,0.1480263,0.6666667
3474,0.4700633,0.1954519,0.1701209,0.1575231,0.8471503,0.0296488,0.702682,0.005364,0.0214559,0.1294196,0.1716475,0.9961686,0.3642428,0.1318408,0.7857143
110,0.4636364,0,0.0909091,0.1186441,0.9454545,0,0.8181818,0,0,0,0,0.969697,0.1212121,0.25,0
4292,0.4748369,0.000932,0.137931,0.1166815,0.8793103,0.0037279,0.7302354,0.0030175,0.025347,0.0633126,0.0018105,0.9993965,0.3363482,0.0892019,0.48
94,0.5212766,0,0.0319149,0.0222222,0.9255319,0,0.8,0,0.0333333,0.1666667,0,1,0.5277778,0.0833333,1
558,0.5035842,0,0.2562724,0.0866426,0.7508961,0.1541219,0.7359551,0.005618,0.0168539,0.0326087,0,1,0.1902174,0.0930233,0
131,0.4961832,0.0687023,0.129771,0.1515152,0.8625954,0,0.7,0.02,0.02,0.0909091,0.06,0.98,0.2727273,0.0666667,0
2650,0.4833962,0.0166038,0.1113208,0.0774288,0.785283,0.0135849,0.6112601,0.0017873,0.0741734,0.0452218,0.0125112,0.9803396,0.4795222,0.0266223,0
439,0.4851936,0.0523918,0.1275626,0.1150442,0.904328,0,0.748503,0,0,0.1021505,0.0538922,0.994012,0.327957,0.1041667,1
213,0.4507042,0,0.1877934,0.0854701,0.9248826,0,0.7948718,0,0,0,0,1,0.2564103,0.25,0
281,0.4483986,0,0.2989324,0.2193548,0.7864769,0,0.5820896,0.0074627,0.0149254,0.1298701,0,0.9925373,0.2337662,0.0344828,1
1798,0.5667408,0.0038932,0.0155729,0.0115533,0.6051168,0,0.4780764,0.0056577,0.3267327,0.4739583,0.0042433,0.8373409,0.7440476,0.047191,0
3423,0.5054046,0.0014607,0.1300029,0.0909628,0.8933684,0.0011686,0.7429022,0.0023659,0.0205047,0.0824891,0,0.9652997,0.3596237,0.136253,0.4210526
6831,0.4817743,0.0008783,0.1926511,0.1242938,0.8203777,0.013468,0.6733287,0.007581,0.0485872,0.0307281,0.0010338,0.971399,0.4432198,0.0606996,0.1818182
124,0.4516129,0,0.2580645,0.1764706,0.8629032,0,0.6862745,0,0.0196078,0.3544304,0,1,0.3417722,0,1
382,0.4947644,0,0.1937173,0.1709845,0.8481675,0,0.65625,0.00625,0.0125,0.223301,0,1,0.276699,0.1111111,0.8333333
11199,0.4687919,0.0575944,0.1518886,0.1349807,0.784445,0.0591124,0.6507901,0.0029345,0.0340858,0.0442287,0.0521445,0.9970655,0.3393743,0.0609695,0.44
1739,0.4548591,0.0678551,0.2167913,0.2183544,0.8056354,0.0333525,0.628447,0.0087083,0.0232221,0.1040312,0.0580552,0.9782293,0.4109233,0.1118881,0.5555556
6288,0.4747137,0.0089059,0.0702926,0.0502573,0.5857188,0.1385178,0.5460009,0.0046232,0.2306981,0.0479754,0.0060102,0.9644013,0.4841549,0.0435154,0.4375
1669,0.4457759,0.0029958,0.2354703,0.1816216,0.8292391,0,0.6355014,0.00271,0.0189702,0.1286895,0.001355,0.99729,0.3671783,0.0486891,0.8333333
520,0.4519231,0.0038462,0.1865385,0.1859649,0.8519231,0,0.6401869,0,0,0.1008403,0.0046729,1,0.3907563,0.0447761,0.7142857
484,0.4566116,0.0020661,0.2747934,0.1825095,0.7623967,0.0454545,0.600939,0.0046948,0.0328638,0.1581028,0,0.9624413,0.4624506,0,0.2
1586,0.4375788,0.4936948,0.1948298,0.2107623,0.8076923,0.0889029,0.7419355,0.0100806,0.0342742,0.1607445,0.4939516,0.9919355,0.3824027,0.1984127,0.3571429
188,0.5478723,0,0.1223404,0.0470588,0.9095745,0,0.7936508,0.015873,0.031746,0.0597015,0,1,0.1791045,0.2727273,0
651,0.4792627,0,0.1474654,0.1769912,0.8371736,0.0168971,0.6848249,0.0077821,0.0466926,0.0722022,0,1,0.3249097,0.0491803,1
4490,0.466147,0.0035635,0.1487751,0.1105549,0.8819599,0.0262806,0.7897252,0.0035842,0.0310633,0.0434286,0.0029869,0.9976105,0.2074286,0.0350109,0.1428571
795,0.4628931,0,0.2578616,0.1498829,0.8440252,0,0.6716418,0.0029851,0.0298507,0.0994624,0,0.9880597,0.3198925,0.0952381,0.6666667
596,0.4765101,0,0.1342282,0.1153846,0.8993289,0,0.7662338,0,0.025974,0.2034483,0,1,0.3689655,0.0487805,1
157,0.4585987,0,0.2675159,0.2352941,0.8216561,0,0.5757576,0,0,0.1315789,0,1,0.2368421,0.3,1
8489,0.4534103,0.5253858,0.152786,0.1390086,0.8673578,0.0133113,0.7054362,0.0009482,0.0214918,0.0685899,0.4668142,0.9955752,0.3329408,0.0967473,0.5882353
1143,0.488189,0.0087489,0.1811024,0.1145299,0.8766404,0,0.7169811,0.004717,0.0448113,0.0822511,0.0023585,0.865566,0.5649351,0.2380952,0.6
1724,0.4756381,0.00058,0.162413,0.1294248,0.8683295,0,0.7004342,0.0014472,0.024602,0.1072351,0.0014472,0.9956585,0.3333333,0.1069519,1
168,0.4940476,0.3392857,0.2380952,0.1647059,0.8511905,0,0.7301587,0,0.031746,0.1,0.2698413,0.984127,0.2571429,0.2142857,0
3719,0.4632966,0.0016133,0.1936004,0.1653307,0.7940307,0.0397956,0.6440912,0.0103663,0.0469938,0.0417219,0.0006911,0.9979267,0.4198675,0.043222,0.4
7812,0.4554531,0.1226318,0.1906042,0.1831218,0.8349974,0.0298259,0.6861268,0.0009416,0.0153798,0.0645919,0.1155053,0.9943503,0.3012331,0.0651786,0.4358974
403,0.4665012,0.0074442,0.1563275,0.1906977,0.9032258,0,0.760274,0,0.0273973,0.1704545,0.0136986,1,0.3068182,0.1764706,0.6666667
185,0.4594595,0,0.2648649,0.11,0.8810811,0,0.72,0,0.0133333,0.25,0,0.9733333,0.29,0.2,0.75
3963,0.4776684,0.0012617,0.1834469,0.1478261,0.7996467,0.0527378,0.6816406,0.0071615,0.046224,0.1336717,0.0026042,0.9973958,0.3237451,0.043659,0.7307692
32387,0.488375,0.2849291,0.1285084,0.1128546,0.8059715,0.0356625,0.6625134,0.0057761,0.0689001,0.1239699,0.2357455,0.9604753,0.4126066,0.1076487,0.4630872
289,0.4152249,0,0.4256055,0.2662722,0.7093426,0.1695502,0.6698113,0,0,0.0535714,0,1,0.3125,0.0810811,0
1479,0.4719405,0.1899932,0.1697093,0.1241997,0.9073698,0,0.7885615,0.0034662,0.0207972,0.0884676,0.1854419,0.9982669,0.2022117,0.0636364,0.6666667
330,0.4636364,0.1575758,0.1878788,0.180791,0.8878788,0,0.7251908,0,0.0076336,0.2012195,0.1068702,1,0.2317073,0,0
796,0.4824121,0.3203518,0.1557789,0.1504854,0.8153266,0.0603015,0.715655,0.0031949,0.0191693,0.147139,0.2428115,0.9968051,0.2861035,0.0566038,0.3333333
10701,0.4692085,0.0387814,0.1689562,0.1447183,0.816092,0.0243902,0.6604265,0.007109,0.0509479,0.0521114,0.0336493,0.9838863,0.319407,0.0560153,0.637931
765,0.4418301,0.4836601,0.1686275,0.1733021,0.8196078,0,0.5779221,0,0.025974,0.1274788,0.4480519,1,0.3852691,0.2016129,0.6666667
864,0.4872685,0.0011574,0.15625,0.1218962,0.8888889,0,0.7275641,0.0032051,0.0288462,0.0310559,0,1,0.1459627,0.1481481,1
469,0.4946695,0,0.1172708,0.1181435,0.8891258,0,0.7329545,0.0056818,0.0170455,0.0880829,0,1,0.2435233,0.16,1
294,0.5646259,0,0.0612245,0.046875,0.9795918,0,0.9,0,0,0.1044776,0,0.9833333,0.7761194,0,0
11429,0.4926065,0.1998425,0.0565229,0.062597,0.9006037,0.000525,0.7734662,0.0081279,0.0529628,0.0481657,0.1992659,0.9334033,0.2830047,0.1092545,0.5869565
10124,0.4856776,0.0243975,0.0848479,0.0645285,0.6976492,0.1021335,0.5988403,0.00369,0.1067475,0.0949427,0.0192409,0.9812862,0.4601622,0.0556734,0.4615385
13739,0.4419536,0.5987335,0.1461533,0.1353854,0.6330155,0.2289832,0.6328998,0.0015971,0.0460872,0.0864944,0.4494638,0.9954369,0.3403501,0.1253184,0.4590164
451,0.4988914,0,0.0509978,0.0530973,0.8713969,0.0221729,0.7423313,0.006135,0.0306748,0.2087379,0,1,0.461165,0.1470588,1
632,0.4620253,0.0031646,0.2531646,0.1735294,0.8401899,0,0.6479401,0,0.0262172,0.2541899,0,0.988764,0.3407821,0.0819672,0.6666667
270,0.4666667,0,0.1740741,0.1944444,0.862963,0,0.6666667,0,0.0190476,0.1393443,0,1,0.1967213,0.0645161,0
2080,0.4586538,0.4798077,0.2105769,0.1563055,0.8519231,0,0.682095,0.0048721,0.0414129,0.2362791,0.3922046,0.9878197,0.4483721,0.2251656,0.5217391
49514,0.5037565,0.0116937,0.0775134,0.0571812,0.9247889,0.0028679,0.8221707,0.0057568,0.0468267,0.0281114,0.0119348,0.6014462,0.3631277,0.2867662,0.1643836
2729,0.4803957,0.0032979,0.1465738,0.1304654,0.8233785,0.0219861,0.6831776,0.0046729,0.0616822,0.1336032,0.0018692,0.9906542,0.2890688,0.081571,0.375
257,0.4747082,0.2023346,0.1011673,0.0962963,0.8949416,0,0.7222222,0,0.0222222,0.1818182,0.2111111,0.9555556,0.2454545,0.25,0
6446,0.4649395,0.0392491,0.0881167,0.0710351,0.840211,0.0175303,0.7146412,0.0008295,0.0667773,0.0665892,0.0394027,0.9850684,0.1916376,0.0468966,0.5
703,0.4907539,0.0056899,0.1038407,0.0977654,0.9061166,0,0.7831325,0.0040161,0.0321285,0.0423077,0,0.9799197,0.1192308,0.1282051,1
560,0.4714286,0,0.2285714,0.1689189,0.8232143,0,0.6269841,0.0039683,0.015873,0.0735294,0,1,0.2169118,0.0566038,0.6666667
1675,0.5104478,0.0071642,0.041791,0.0402439,0.9426866,0,0.865643,0.0095969,0.0326296,0.0279851,0.0095969,0.9942418,0.0578358,0.2469136,0.3333333
14689,0.4873034,0.0047655,0.1488869,0.1249502,0.7442304,0.0673974,0.6265339,0.004446,0.0773608,0.0648595,0.0019563,0.9962653,0.3628804,0.0810267,0.525
91,0.4945055,0,0.1758242,0.1304348,0.8901099,0,0.7142857,0,0,0.2045455,0,1,0.3409091,0.0909091,1
2444,0.4881342,0.0208674,0.1550736,0.1183054,0.8277414,0.0319149,0.6797521,0.0041322,0.0278926,0.071908,0.0082645,0.9969008,0.2991371,0.060686,0.5
189,0.4656085,0.0846561,0.1798942,0.1386139,0.9100529,0,0.7605634,0,0,0.3826087,0.0704225,0.4788732,0.4,0.25,0
1450,0.5068966,0.0075862,0.0875862,0.0363636,0.9675862,0.0006897,0.92,0,0.012,0.0403071,0.008,0.97,0.0575816,0.1470588,0.7777778
522,0.4789272,0,0.1685824,0.1691176,0.8505747,0,0.6842105,0.0047847,0.0239234,0.0669643,0,0.9904306,0.2366071,0.0909091,0.9
1905,0.4829396,0.1170604,0.1511811,0.1482234,0.9076115,0.0010499,0.7680945,0.0014771,0.0206795,0.1033113,0.11226,0.9970458,0.2649007,0.1557377,0.6
2142,0.5014006,0.0023343,0.0662932,0.0533708,0.926704,0,0.819464,0.0070522,0.0253879,0.0327422,0.0014104,1,0.2223738,0.0136054,0.5
271,0.501845,0,0.1328413,0.0666667,0.8745387,0,0.7102804,0,0.0280374,0.2721088,0,1,0.1632653,0.0416667,1
490,0.5,0,0.1040816,0.0653061,0.8897959,0,0.7526882,0,0.0430108,0.03125,0,0.9946237,0.09375,0.0588235,0
70,0.3571429,0.0285714,0.1571429,0.0666667,0.8285714,0,0.6764706,0,0.0294118,0,0.0294118,1,0.0882353,0.1666667,0
1580,0.5094937,0.0006329,0.0721519,0.0580645,0.8411392,0.0132911,0.6773649,0.0067568,0.0506757,0.0512821,0.0016892,0.9594595,0.3477564,0.1027668,0
11077,0.4802744,0.1224158,0.0802564,0.0724336,0.9195631,0.0069513,0.8126452,0.0020645,0.0175484,0.0336658,0.1130323,0.9950968,0.1987531,0.0740741,0.4545455
2803,0.470924,0.2425972,0.1412772,0.120027,0.8679986,0.0445951,0.7681159,0.0010352,0.0207039,0.1328546,0.2039337,0.9803313,0.2827648,0.1316872,0.7777778
1988,0.4763581,0,0.1096579,0.092219,0.8832998,0,0.7260813,0.0026212,0.0222805,0.1034078,0,0.9986894,0.3266745,0.0762332,0.6666667
932,0.472103,0,0.2253219,0.1666667,0.8218884,0.0139485,0.6489899,0.0025253,0.0277778,0.0790698,0,0.9949495,0.3581395,0.0357143,0
59,0.440678,0.0508475,0.2881356,0.2424242,0.8983051,0,0.7777778,0,0,0,0.037037,1,0.2222222,0,0
4727,0.4956632,0.0008462,0.0609266,0.0536913,0.9196107,0,0.8075995,0.0030157,0.0301568,0.0315421,0,0.9933655,0.1536215,0.0798122,0.75
481,0.4553015,0,0.3825364,0.2709924,0.7027027,0.1268191,0.6206897,0.0049261,0.0197044,0.0424528,0,1,0.240566,0.0526316,0
818,0.4828851,0.0158924,0.0953545,0.0661939,0.9229829,0,0.8026316,0,0.0098684,0.0952381,0.0197368,0.9671053,0.2113095,0.0545455,0.5
11390,0.504302,0.014223,0.0201932,0.0201913,0.8324846,0.000439,0.6865183,0.0030541,0.0881326,0.0741264,0.0152705,0.9075044,0.4649566,0.0306554,0.0631579
2419,0.4741629,0.0223233,0.3596527,0.1784591,0.7891691,0,0.6299145,0.0051282,0.0538462,0.3467337,0.0264957,0.9726496,0.4745952,0.1123188,0.675
47358,0.4880274,0.0034419,0.0936061,0.0673513,0.9109337,0.0042232,0.7977286,0.0022714,0.0306635,0.0257396,0.0032875,0.99474,0.1109946,0.0829454,0.3559322
3739,0.4792725,0,0.1449585,0.0996405,0.9301952,0,0.8221258,0.0007231,0.0093999,0.0527397,0,0.9992769,0.1328767,0.1265823,0.4285714
111,0.5315315,0,0.1441441,0.0961538,0.9279279,0,0.804878,0,0,0.0465116,0,1,0.1395349,0,0
1095,0.513242,0,0.1068493,0.0938086,0.8639269,0,0.6933962,0.0070755,0.0353774,0.0742358,0,0.9976415,0.4126638,0.0895522,0
72,0.4861111,0,0.1388889,0.0810811,0.9166667,0,0.7777778,0,0,0.2894737,0,1,0.3947368,0.2,0
67153,0.4520424,0.5530356,0.1487648,0.1224556,0.8421068,0.0119429,0.6677656,0.0026216,0.0417875,0.0402943,0.4993446,0.9389474,0.5919488,0.0978643,0.5748503
3669,0.4870537,0.0166258,0.0575089,0.053135,0.9416735,0,0.8534622,0.0032206,0.0169082,0.0319564,0.0144928,0.9911433,0.0272798,0.2017937,0.2727273
14545,0.4607081,0.0332073,0.1997937,0.1606323,0.8197319,0.0180818,0.6539395,0.0033975,0.0276654,0.0727573,0.0268565,0.9935286,0.3970897,0.0600496,0.6578947
751,0.4540613,0,0.3302264,0.2341463,0.7376831,0.081225,0.581761,0,0.009434,0.0728863,0,1,0.3411079,0.0123457,0.6666667
192,0.53125,0,0.1145833,0.0666667,0.9166667,0,0.7826087,0,0.0144928,0.0547945,0,0.9710145,0.2876712,0.2666667,0
301,0.4950166,0,0.1993355,0.1315789,0.8837209,0,0.7272727,0,0.0165289,0.0902256,0,1,0.2706767,0.0952381,0.4
5665,0.4718447,0.0402471,0.1759929,0.1544118,0.8573698,0.0098853,0.6829378,0.0031348,0.0125392,0.2120677,0.0429915,0.9175996,0.353211,0.103125,0.7830189
28040,0.4751783,0.1236448,0.1789586,0.1151808,0.7218616,0.0384807,0.56652,0.0023697,0.1024035,0.0351923,0.0909783,0.9504909,0.4045889,0.050835,0.25
823,0.4349939,0.0012151,0.3013366,0.2580645,0.709599,0.0850547,0.5571429,0.0057143,0.0314286,0.1803279,0.0028571,0.98,0.4449649,0.0481928,0.7142857
1534,0.511734,0.2053455,0.0821382,0.0654206,0.9413299,0,0.8329897,0,0.0185567,0.1213768,0.2041237,0.8247423,0.3731884,0.2268041,0.7692308
1166,0.5145798,0.0008576,0.0849057,0.0830389,0.8893654,0,0.7614679,0.0068807,0.0412844,0.0762712,0.0022936,0.9931193,0.2860169,0.0746269,0.2
11329,0.4574102,0.0136817,0.2041663,0.1581259,0.832024,0.0419278,0.7144472,0.0038435,0.0309745,0.0426407,0.0140176,0.9979652,0.2106061,0.0638119,0.4444444
982,0.4562118,0,0.1446029,0.1273408,0.8869654,0,0.7411168,0.0025381,0.0203046,0.0707547,0,1,0.3018868,0.1075269,0.5
11274,0.49113,0.0009757,0.1430726,0.0847133,0.9298386,0,0.825332,0.0005107,0.0211951,0.0290107,0.0005107,0.9946374,0.0845524,0.0608365,0.4047619
841,0.4839477,0.0011891,0.1474435,0.0691244,0.9179548,0,0.8119658,0,0.0598291,0.025,0,0.9316239,0.3958333,0.3275862,0
95,0.4736842,0,0.2421053,0.14,0.8210526,0,0.6363636,0,0.0227273,0.2666667,0,1,0.3666667,0,0
429433,0.504584,0.1368339,0.1081962,0.088438,0.7663081,0.0331064,0.5907407,0.004768,0.1009844,0.0669824,0.1271898,0.8441076,0.617074,0.1524644,0.2604074
2990,0.4622074,0.0026756,0.422408,0.2630597,0.6377926,0,0.4585915,0.0016901,0.0619718,0.4693572,0.0022535,0.9791549,0.7210762,0.0141509,0.4354839
1165,0.4892704,0.4403433,0.1236052,0.0957983,0.8497854,0,0.6875,0.0043103,0.0538793,0.0413223,0.4051724,0.9956897,0.1652893,0.023622,0.4
2006,0.4386839,0.0004985,0.2522433,0.2158082,0.7926221,0.0373878,0.6268657,0.0045924,0.0114811,0.1130346,0,0.9988519,0.4154786,0.0704225,0.7777778
2370,0.5080169,0.0122363,0.0966245,0.0574614,0.9379747,0.0012658,0.8598015,0.0024814,0.0334988,0.0110429,0.0136476,0.9962779,0.0380368,0.2272727,0.3333333
3010,0.486711,0.0016611,0.1119601,0.0841424,0.9033223,0.0043189,0.7456311,0.0019417,0.0145631,0.092511,0.0009709,0.9543689,0.3400881,0.1331169,0.75
51003,0.4631884,0.0072153,0.156579,0.1155265,0.6547262,0.0828187,0.5476715,0.0028042,0.1207311,0.0443604,0.0038057,0.9943415,0.4222616,0.0850789,0.4097222
1804,0.4722838,0.0022173,0.1069845,0.1029412,0.9118625,0.0382483,0.8568935,0.0034904,0.0104712,0.0337268,0.0034904,0.982548,0.1770658,0.092437,0
311,0.4823151,0,0.2122186,0.136646,0.8199357,0,0.6617647,0.0147059,0.0367647,0.0993377,0,0.9852941,0.2582781,0.16,1
1894,0.5063358,0,0.1763464,0.0652406,0.9208025,0,0.8246073,0,0.0183246,0.1932418,0,0.9973822,0.1583949,0.1477273,0.5
6160,0.4857143,0.4063312,0.0896104,0.0871212,0.8665584,0.0017857,0.7287823,0.0096863,0.072417,0.0932664,0.3357934,0.9829336,0.3814304,0.1417323,0.3461538
2823,0.4629826,0.025859,0.1480694,0.1411609,0.8614949,0.0315267,0.7465051,0.0018639,0.0232992,0.043672,0.0195713,0.9962721,0.3752228,0.0837563,0.2857143
502,0.501992,0,0.1693227,0.108,0.9123506,0,0.7857143,0,0.0102041,0.1131222,0,1,0.39819,0.0263158,0
2339,0.4959384,0.0286447,0.1107311,0.0839695,0.8764429,0,0.7306792,0.0058548,0.0550351,0.021764,0.0362998,0.9906323,0.2966781,0.0671378,0
345,0.4463768,0,0.1652174,0.0994764,0.8985507,0,0.766129,0,0.016129,0.1267606,0,0.9354839,0.3943662,0.2105263,0.6666667
11708,0.4783054,0.1012983,0.0752477,0.068926,0.8968227,0.0103348,0.7813612,0.0049798,0.0305905,0.0593353,0.0948542,0.9893289,0.3000223,0.062406,0.2608696
115,0.4608696,0,0.2086957,0.1935484,0.8,0,0.6153846,0.0192308,0.0192308,0.0714286,0,1,0.2142857,0,1
4146,0.4358418,0.0033767,0.2187651,0.1748611,0.7660396,0.0171249,0.5803109,0.0025907,0.0378238,0.0599123,0.0041451,0.9984456,0.2493911,0.0243161,0.1875
